-4.6807e-12	-4.68019e-11
-5.14256e-12	-0.277673
-5.59714e-12	-0.555305
-5.88469e-12	-0.832852
-6.516e-12	-1.11027
-6.68155e-12	-1.38753
-7.07554e-12	-1.66458
-7.07024e-12	-1.94137
-8.32769e-12	-2.21787
-8.26528e-12	-2.49404
-8.6547e-12	-2.76984
-8.41562e-12	-3.04521
-9.43885e-12	-3.32013
-9.08471e-12	-3.59455
-9.41294e-12	-3.86843
-8.88625e-12	-4.14172
-1.18949e-11	-4.41439
-1.1364e-11	-4.6864
-1.17438e-11	-4.9577
-1.1044e-11	-5.22825
-1.25034e-11	-5.49801
-1.16821e-11	-5.76695
-1.19964e-11	-6.03502
-1.10117e-11	-6.30218
-1.39864e-11	-6.56839
-1.29464e-11	-6.83361
-1.32525e-11	-7.09781
-1.20407e-11	-7.36093
-1.38683e-11	-7.62295
-1.25472e-11	-7.88381
-1.27887e-11	-8.14349
-1.12934e-11	-8.40195
-1.86546e-11	-8.65914
-1.72132e-11	-8.91502
-1.75517e-11	-9.16956
-1.59477e-11	-9.42273
-1.8242e-11	-9.67447
-1.65293e-11	-9.92475
-1.68075e-11	-10.1735
-1.49303e-11	-10.4208
-1.95772e-11	-10.6665
-1.76453e-11	-10.9106
-1.79104e-11	-11.153
-1.58297e-11	-11.3938
-1.84511e-11	-11.6328
-1.62636e-11	-11.8701
-1.64734e-11	-12.1056
-1.41346e-11	-12.3393
-2.20918e-11	-12.5711
-1.97493e-11	-12.801
-1.9998e-11	-13.0291
-1.75097e-11	-13.2551
-2.04941e-11	-13.4791
-1.78953e-11	-13.7012
-1.80875e-11	-13.9211
-1.5353e-11	-14.139
-2.14299e-11	-14.3547
-1.86577e-11	-14.5682
-1.88323e-11	-14.7796
-1.59057e-11	-14.9888
-1.9189e-11	-15.1956
-1.6182e-11	-15.4002
-1.62938e-11	-15.6025
-1.31586e-11	-15.8025
-2.97865e-11	-16
-2.67179e-11	-16.1951
-2.69566e-11	-16.3878
-2.37574e-11	-16.5781
-2.74188e-11	-16.7658
-2.41468e-11	-16.951
-2.43151e-11	-17.1337
-2.09161e-11	-17.3138
-2.83006e-11	-17.4912
-2.48527e-11	-17.6661
-2.50222e-11	-17.8382
-2.14575e-11	-18.0077
-2.53413e-11	-18.1745
-2.17112e-11	-18.3386
-2.18255e-11	-18.4998
-1.80912e-11	-18.6583
-2.98519e-11	-18.814
-2.60937e-11	-18.9669
-2.62318e-11	-19.1169
-2.23732e-11	-19.264
-2.64956e-11	-19.4082
-2.2583e-11	-19.5495
-2.26671e-11	-19.6878
-1.86577e-11	-19.8232
-2.69667e-11	-19.9556
-2.29259e-11	-20.085
-2.3005e-11	-20.2114
-1.88888e-11	-20.3347
-2.31582e-11	-20.4549
-1.89805e-11	-20.5721
-1.90107e-11	-20.6862
-1.47388e-11	-20.7972
-3.20538e-11	-20.905
-2.78208e-11	-21.0097
-2.78848e-11	-21.1112
-2.35602e-11	-21.2096
-2.80192e-11	-21.3047
-2.36519e-11	-21.3967
-2.36908e-11	-21.4854
-1.92644e-11	-21.5709
