F[0],0.242187,0.000000
F[1],0.234375,0.000000
F[2],0.226562,0.000000
F[3],0.218750,0.000000
F[4],0.210937,0.000000
F[5],0.203125,0.000000
F[6],0.195312,0.000000
F[7],0.187500,0.000000
F[8],0.179687,0.000000
F[9],0.171875,0.000000
F[10],0.164062,0.000000
F[11],0.156250,0.000000
F[12],0.148437,0.000000
F[13],0.140625,0.000000
F[14],0.132812,0.000000
F[15],0.125000,0.000000
F[16],0.117187,0.000000
F[17],0.109375,0.000000
F[18],0.101562,0.000000
F[19],0.093750,0.000000
F[20],0.085937,0.000000
F[21],0.078125,0.000000
F[22],0.070312,0.000000
F[23],0.062500,0.000000
F[24],0.054687,0.000000
F[25],0.046875,0.000000
F[26],0.039063,0.000000
F[27],0.031250,0.000000
F[28],0.023438,0.000000
F[29],0.015625,0.000000
F[30],0.007813,0.000000
F[31],0.000000,0.000000
F[32],0.000000,-0.000000
F[33],0.000000,-0.000000
F[34],0.000000,-0.000000
F[35],0.000000,-0.000000
F[36],0.000000,-0.000000
F[37],0.000000,-0.000000
F[38],0.000000,-0.000000
F[39],0.000000,0.000000
F[40],0.000000,-0.000000
F[41],0.000000,-0.000000
F[42],0.000000,-0.000000
F[43],0.000000,-0.000000
F[44],0.000000,-0.000000
F[45],0.000000,-0.000000
F[46],0.000000,-0.000000
F[47],0.000000,-0.000000
F[48],0.000000,-0.000000
F[49],0.000000,-0.000000
F[50],0.000000,-0.000000
F[51],0.000000,-0.000000
F[52],0.000000,-0.000000
F[53],0.000000,-0.000000
F[54],0.000000,0.000000
F[55],0.000000,-0.000000
F[56],0.000000,-0.000000
F[57],0.000000,-0.000000
F[58],0.000000,-0.000000
F[59],0.000000,-0.000000
F[60],0.000000,-0.000000
F[61],0.000000,-0.000000
F[62],0.000000,-0.000000
F[63],0.000000,-0.000000
F[64],0.000000,-0.000000
F[65],0.000000,-0.000000
F[66],0.000000,-0.000000
F[67],0.000000,-0.000000
F[68],0.000000,-0.000000
F[69],0.000000,-0.000000
F[70],0.000000,-0.000000
F[71],0.000000,-0.000000
F[72],0.000000,-0.000000
F[73],0.000000,-0.000000
F[74],0.000000,-0.000000
F[75],0.000000,-0.000000
F[76],0.000000,-0.000000
F[77],0.000000,-0.000000
F[78],0.000000,-0.000000
F[79],0.000000,-0.000000
F[80],0.000000,-0.000000
F[81],0.000000,-0.000000
F[82],0.000000,-0.000000
F[83],0.000000,-0.000000
F[84],0.000000,-0.000000
F[85],0.000000,-0.000000
F[86],0.000000,-0.000000
F[87],0.000000,-0.000000
F[88],0.000000,-0.000000
F[89],0.000000,-0.000000
F[90],-0.000000,-0.000000
F[91],0.000000,-0.000000
F[92],0.000000,-0.000000
F[93],-0.000000,-0.000000
F[94],0.000000,-0.000000
F[95],0.000000,-0.000000
F[96],0.007812,-0.000000
F[97],0.015625,-0.000000
F[98],0.023437,-0.000000
F[99],0.031250,-0.000000
F[100],0.039062,-0.000000
F[101],0.046875,-0.000000
F[102],0.054687,-0.000000
F[103],0.062500,-0.000000
F[104],0.070312,-0.000000
F[105],0.078125,0.000000
F[106],0.085937,-0.000000
F[107],0.093750,0.000000
F[108],0.101562,-0.000000
F[109],0.109375,-0.000000
F[110],0.117187,0.000000
F[111],0.125000,0.000000
F[112],0.132812,0.000000
F[113],0.140625,0.000000
F[114],0.148437,0.000000
F[115],0.156250,0.000000
F[116],0.164062,0.000000
F[117],0.171875,0.000000
F[118],0.179687,-0.000000
F[119],0.187500,0.000000
F[120],0.195312,0.000000
F[121],0.203125,0.000000
F[122],0.210937,0.000000
F[123],0.218750,-0.000000
F[124],0.226562,-0.000000
F[125],0.234375,0.000000
F[126],0.242187,0.000000
F[127],0.250000,0.000000
