-2.33857e-012	-1.87196e-011
-3.02528e-012	-0.555137
-3.7033e-012	-1.10894
-4.02776e-012	-1.66007
-5.03395e-012	-2.2072
-5.11324e-012	-2.74901
-5.63239e-012	-3.2842
-5.35496e-012	-3.81147
-7.53362e-012	-4.32957
-7.11754e-012	-4.83723
-7.57821e-012	-5.33325
-6.81546e-012	-5.81641
-8.44333e-012	-6.28556
-7.45543e-012	-6.73957
-7.74181e-012	-7.17734
-6.44806e-012	-7.59782
-1.15823e-011	-8
-1.02383e-011	-8.38291
-1.05284e-011	-8.74562
-8.90808e-012	-9.08726
-1.10308e-011	-9.407
-9.23089e-012	-9.70409
-9.3521e-012	-9.9778
-7.34489e-012	-10.2275
-1.16997e-011	-10.4525
-9.6008e-012	-10.6524
-9.63786e-012	-10.8265
-7.37912e-012	-10.9747
-9.63314e-012	-11.0963
-7.28994e-012	-11.1913
-7.21583e-012	-11.2592
-4.7858e-012	-11.3001
-1.40408e-011	-11.3137
-1.15737e-011	-11.3001
-1.14135e-011	-11.2592
-8.91185e-012	-11.1913
-1.10208e-011	-11.0963
-8.5121e-012	-10.9747
-8.27502e-012	-10.8265
-5.81939e-012	-10.6524
-9.91796e-012	-10.4525
-7.46108e-012	-10.2275
-7.15083e-012	-9.9778
-4.81767e-012	-9.70409
-6.47946e-012	-9.407
-4.24239e-012	-9.08726
-3.94156e-012	-8.74562
-1.89542e-012	-8.38291
-6.61574e-012	-8
-4.55452e-012	-7.59782
-4.1306e-012	-7.17734
-2.3049e-012	-6.73957
-3.257e-012	-6.28556
-1.60244e-012	-5.81641
-1.24697e-012	-5.33325
1.13989e-013	-4.83723
-1.41968e-012	-4.32957
-1.65017e-013	-3.81147
1.98146e-013	-3.2842
1.13259e-012	-2.74901
9.24863e-013	-2.2072
1.62666e-012	-1.66007
1.86713e-012	-1.10894
2.22061e-012	-0.555137
2.33857e-012	1.87196e-011
2.91039e-012	0.555137
3.4741e-012	1.10894
3.68438e-012	1.66007
4.57705e-012	2.2072
4.54495e-012	2.74901
4.95317e-012	3.2842
4.56599e-012	3.81147
6.63835e-012	4.32957
6.11677e-012	4.83723
6.47412e-012	5.33325
5.61308e-012	5.81641
7.14266e-012	6.28556
6.06056e-012	6.73957
6.25776e-012	7.17734
4.87545e-012	7.59782
9.92926e-012	8
8.50488e-012	8.38291
8.71904e-012	8.74562
7.02648e-012	9.08726
9.08141e-012	9.407
7.22745e-012	9.70409
7.29088e-012	9.9778
5.22966e-012	10.2275
9.538e-012	10.4525
7.39514e-012	10.6524
7.39388e-012	10.8265
5.11159e-012	10.9747
7.34081e-012	11.0963
4.97499e-012	11.1913
4.8844e-012	11.2592
2.44613e-012	11.3001
1.16959e-011	11.3137
9.23905e-012	11.3001
9.08722e-012	11.2592
6.59721e-012	11.1913
8.72375e-012	11.0963
6.23986e-012	10.9747
6.03983e-012	10.8265
3.61938e-012	10.6524
7.75563e-012	10.4525
5.34585e-012	10.2275
5.08773e-012	9.9778
2.80544e-012	9.70409
4.53882e-012	9.407
2.36582e-012	9.08726
2.13281e-012	8.74562
1.62034e-013	8.38291
4.96149e-012	8
2.97941e-012	7.59782
2.64906e-012	7.17734
9.10654e-013	6.73957
1.95696e-012	6.28556
3.99118e-013	5.81641
1.41622e-013	5.33325
-1.11634e-012	4.83723
5.25981e-013	4.32957
-6.23484e-013	3.81147
-8.77211e-013	3.2842
-1.7012e-012	2.74901
-1.38231e-012	2.2072
-1.97074e-012	1.66007
-2.09601e-012	1.10894
-2.33542e-012	0.555137
